",Density of physicians x             (per 1000 population) ,Density of nursing and midwifery personnel x                 (per 1000 population) ,Density of dentistry personnel x                     (per 1000 population) ,Density of pharmaceutical personnel x (per 1000 population) ,Average of 13 International Health Regulations core capacity scores y,"Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) d,z (%)",Prevalence of stunting in children under 5 aa (%),Prevalence of wasting in children under 5 aa (%),Prevalence of overweight in children under 5 aa (%),Proportion of population using safely managed drinking-water services ab (%),Proportion of population using safely  managed sanitation services ab (%),Proportion of population with primary reliance on clean fuels t (%),Annual mean concentrations of fine particulate matter (PM2.5) in urban areas t  (µg/m3),"Average death rate due to natural disasters c,m,ac (per 100 000 population)","Mortality rate due to homicide c,m (per 100 000 population)","Estimated direct deaths from major conflicts c,m,ac,ad (per 100 000 population)","Completeness of cause-of-death data c,m,ae (%)"
,2016,2016,2016,2015,2015,2015,2007–2017,2016,2016,2016,2016,2016,2015,2016,2016,2016,2016,2013,2007–2017,2007–2016,2015,2007-2015,2007-2015,2016,2016,2016,2016_male,2016_female,2016,2016,2016,2016,2007–2016,2007–2016,2007–2016,2007–2016,2010–2017,2015,2007-2016,2007-2016,2007-2016,2015,2015,2016,2016,2012-2016,2016,2012-2016,2007-2016
Eritrea,4955,65.0,57.4,31,3.3,501,34,44.5,17.7,0.15,74,17.2,0.74,1497725,23.9,7.9,1.3,24.1,19.6,76.0,38,-,-,173.7,45.6,4.2,11.4,0.2,95,85,95,2.44,-,-,-,-,49,1.8,50.3,15.3,1.9,-,-,16,41.1,0.0,7.8,0.0,-
Estonia,1312,77.8,68.2,1112,6.5,9,99,2.9,1.3,-,16,-,0.36,0,17.0,17.8,11.6,7.0,-,12.5,76,8.8,1.2,25.0,<0.1,0.5,39.3,24.5,93,92,-,-,3.4,6.4,0.9,0.7,70,12.2,-,-,-,82,93,93,7.0,<0.1,3.7,<0.1,100
Ethiopia,102403,65.5,57.5,24,4.0,353,28,58.4,27.6,0.33,177,53.1,2.61,74204513,18.3,7.2,2.8,25.3,59.4,80.0,39,-,-,144.4,43.7,2.9,8.5,0.4,77,-,76,3.53,0.0,0.3,-,0.0,79,6.0,38.4,9.9,2.8,11,-,<5,34.0,0.0,7.8,0.2,-
Fiji,899,69.9,61.3,175,3.6,30,100,22.0,8.8,0.12,59,-,0.34,905113,30.6,5.0,3.0,5.8,-,-,66,-,-,99.0,2.9,0.4,34.8,10.2,99,94,99,7.00,0.8,2.9,0.3,0.1,98,7.2,-,-,-,-,-,40,10.5,0.4,2.5,0.0,100
Finland,5503,81.4,71.7,4005,9.4,3,100,2.3,1.2,-,4.7,-,1.05,4,10.2,15.9,10.7,4.8,-,6.2,79,6.3,1.0,7.2,<0.1,0.2,22.6,18.3,92,85,87,-,3.2,15.0,0.7,1.1,96,12.8,-,-,-,97,92,>95,6.5,<0.1,1.3,<0.1,100
France,64721,82.9,73.4,4026,11.1,8,97,3.9,2.4,0.09,7.7,-,0.01,49,10.6,17.7,12.6,5.1,-,9.2,?80,-,-,9.7,0.3,0.5,35.6,30.1,97,79,91,-,3.2,10.6,0.7,1.1,89,15.3,-,-,-,93,92,>95,12.4,<0.1,0.9,<0.1,100
Gabon,1980,66.4,58.7,198,2.7,291,89,47.4,21.8,0.92,485,206.2,4.16,694499,14.4,7.1,11.5,22.9,33.7,91.0,52,-,-,76.0,20.6,0.9,-,-,75,-,-,2.25,0.4,2.9,0.0,0.1,52,7.0,17.5,3.4,7.7,-,-,79,37.8,0.0,8.8,0.0,-
Gambia,2039,61.9,54.4,32,6.7,706,57,65.3,27.5,0.65,174,129.6,1.17,177144,20.4,5.1,3.8,29.4,23.9,88.0,46,-,-,237.0,29.7,1.9,31.2,0.7,95,79,95,12.72,0.1,1.6,0.0,0.1,27,10.6,25.0,11.1,3.2,-,-,<5,32.3,<0.1,9.3,0.0,-
Georgia,3925,72.6,64.9,281,7.9,36,100,10.7,7.1,0.28,92,0.0,0.26,412310,24.9,8.2,9.8,11.8,-,47.9,66,29.2,9.0,101.8,0.2,0.8,55.5,5.3,92,85,75,2.23,4.8,4.0,0.5,0.1,74,10.5,11.3,1.6,19.9,73,-,78,24.0,0.1,4.6,<0.1,90
Germany,81915,81.0,71.6,4592,11.2,6,99,3.8,2.3,-,8.1,-,0.24,111,12.1,13.6,13.4,4.3,-,7.8,79,-,-,16.0,0.6,0.2,33.1,28.2,95,93,86,-,4.2,13.8,0.9,0.7,97,21.4,-,-,-,99,95,>95,11.9,<0.1,0.7,<0.1,100
Ghana,28207,63.4,56.4,80,5.9,319,71,58.8,26.9,0.78,156,285.6,3.61,15536910,20.8,5.4,2.7,26.2,46.2,59.0,45,-,-,203.8,18.8,1.7,7.7,0.3,93,75,93,4.94,0.1,0.9,0.0,0.1,74,7.1,18.8,4.7,2.6,27,-,22,31.1,0.2,9.7,0.0,-
Greece,11184,81.2,72.0,1505,8.4,3,-,3.8,2.3,-,4.4,-,0.37,77,12.4,5.0,10.4,9.1,-,8.0,70,14.6,1.8,27.6,<0.1,0.2,52.0,35.3,99,83,96,-,6.3,3.4,1.2,1.1,76,9.1,-,-,-,99,75,94,16.4,0.2,1.1,<0.1,100
Grenada,107,73.4,64.7,460,5.0,27,99,16.0,8.3,-,6.4,-,0.47,151,21.4,1.7,9.3,5.7,-,-,72,-,-,45.3,0.3,0.4,-,-,96,85,-,-,-,-,-,0.8,66,7.4,-,-,-,-,-,>95,21.8,0.2,6.3,0.0,100
Guatemala,16582,73.2,64.2,224,5.7,88,66,28.5,14.0,0.18,24,0.8,0.05,3265661,14.9,2.7,2.4,19.0,65.6,92.0,57,1.4,0.0,73.8,6.3,1.1,-,-,80,65,81,1.28,0.9,0.9,0.2,-,55,14.9,46.5,0.7,4.7,61,-,45,24.2,0.2,25.8,<0.1,100
Guinea,12396,59.8,52.2,25,4.5,679,72,89.0,25.1,0.67,176,386.5,7.47,7246135,22.4,6.3,1.3,27.3,21.5,146.0,35,7.0,1.2,243.3,44.6,3.0,-,-,57,-,-,8.26,0.1,0.4,-,0.0,59,2.7,32.4,8.1,4.0,-,-,<5,22.2,0.0,8.9,0.2,-
Guinea-Bissau,1816,59.8,51.7,39,6.9,549,45,88.1,38.2,0.72,374,73.0,2.12,1576882,20.0,4.0,4.8,27.5,37.6,106.0,39,-,-,214.7,35.3,2.2,-,-,87,-,80,11.23,0.1,0.7,0.0,0.0,53,9.5,27.6,6.0,2.3,-,-,<5,26.5,0.0,9.2,<0.1,-
Guyana,773,66.2,58.3,184,4.5,229,86,32.4,20.0,0.77,93,77.7,0.95,720459,30.5,29.2,6.3,17.3,52.5,74.0,68,-,-,107.8,3.6,0.7,-,-,97,94,92,2.85,0.2,0.5,0.1,0.1,89,7.8,12.0,6.4,5.3,-,-,74,21.6,<0.1,18.8,0.2,90
Haiti,10847,63.5,55.3,54,6.9,359,42,67.0,24.6,0.77,188,13.9,2.04,7581135,26.5,11.7,5.8,15.1,44.0,49.0,47,-,-,184.3,23.8,2.6,23.1,2.9,58,26,-,8.73,-,-,-,-,61,3.3,21.9,5.2,3.6,-,-,<5,14.7,1.3,28.0,0.0,-
Honduras,9113,75.2,66.8,177,7.6,129,83,18.7,10.4,0.11,40,1.7,0.25,2752416,14.0,2.9,4.0,17.4,76.0,101.0,64,-,-,60.7,3.6,0.4,-,-,97,-,97,2.92,-,-,-,-,70,11.3,22.7,1.4,5.2,-,-,53,21.5,<0.1,55.5,<0.1,14
Hungary,9753,76.0,66.8,894,7.2,17,99,5.2,2.8,-,8.8,-,0.44,5,23.0,19.1,11.4,7.7,-,22.8,70,7.4,0.3,38.8,0.2,0.3,34.8,26.8,99,99,98,-,3.1,6.6,0.6,0.7,82,9.7,-,-,-,82,76,>95,16.3,<0.1,1.3,<0.1,100
Iceland,332,82.4,73.0,4375,8.6,3,98,2.1,1.0,-,2.1,-,0.88,0,9.1,14.0,9.1,4.6,-,8.0,?80,-,-,8.7,0.1,0.2,15.2,14.3,91,95,90,-,3.8,15.2,0.8,1.1,72,16.4,-,-,-,98,69,>95,5.9,0.0,1.2,<0.1,100
India,1324171,68.8,59.3,63,3.9,174,86,43.0,25.4,0.06,211,18.8,0.51,458855231,23.3,16.3,5.7,16.6,72.0,28.1,56,17.3,3.9,184.3,18.6,2.4,20.6,1.9,88,76,-,0.28,0.8,2.1,0.1,0.6,95,3.4,38.4,21.0,2.1,-,-,41,68.0,0.2,4.1,<0.1,10
Indonesia,261115,69.3,61.7,112,3.3,126,93,26.4,13.7,0.19,391,9.2,1.07,101813236,26.4,3.4,0.8,15.3,77.9,40.1,49,3.6,0.4,112.4,7.1,0.4,76.1,2.8,79,56,-,0.51,0.2,1.3,0.0,0.1,99,7.4,36.4,13.5,11.5,-,-,58,16.4,<0.1,4.5,<0.1,-
Iran (Islamic Republic of),80277,75.7,65.4,366,7.6,25,99,15.1,9.6,0.06,14,0.2,0.02,0,14.8,4.1,1.0,32.1,68.6,23.0,65,15.8,3.8,50.9,1.0,1.2,21.1,0.8,99,98,-,0.03,1.5,1.6,0.4,0.2,76,22.6,6.8,4.0,-,91,-,>95,34.4,0.1,4.5,<0.1,88
Iraq,37203,69.8,59.0,154,3.4,50,70,31.2,18.2,-,43,0.0,0.06,2170486,21.3,3.0,0.4,20.2,59.3,82.0,63,-,-,75.1,3.0,0.5,39.3,4.7,63,64,-,0.13,0.9,1.8,0.2,0.2,89,1.7,22.6,7.4,11.8,-,32,>95,60.1,<0.1,15.5,86.3,78
Ireland,4726,81.5,72.1,4757,7.8,8,100,3.6,2.2,0.06,7.1,-,0.01,2,10.3,11.5,13.0,4.1,-,8.6,78,6.4,0.7,11.9,<0.1,0.2,25.7,23.0,95,-,91,-,3.0,12.4,0.6,1.1,78,18.4,-,-,-,99,70,>95,8.7,<0.1,0.8,0.0,100
Israel,8192,82.3,72.9,2756,7.4,5,-,3.6,2.0,-,3.5,-,0.48,233,9.6,5.4,3.8,3.6,-,9.7,?80,6.7,0.9,15.4,0.2,0.1,35.4,15.4,94,97,93,-,3.6,5.1,0.8,0.8,71,-,-,-,-,99,93,>95,19.4,<0.1,1.8,0.3,100
Italy,59430,82.8,73.2,2700,9.0,4,100,3.3,2.0,0.06,6.1,-,0.61,12,9.5,8.2,7.5,6.1,-,5.1,?80,9.3,1.1,15.0,0.1,0.3,27.8,19.8,93,83,89,-,4.0,5.7,0.8,1.1,90,13.4,-,-,-,94,95,>95,15.7,0.2,0.8,<0.1,100
Jamaica,2881,76.0,66.9,294,5.9,89,99,15.3,10.9,0.63,4.5,-,0.16,347536,14.7,2.2,4.2,11.5,82.9,45.7,60,-,-,25.4,0.6,0.2,28.6,5.3,99,85,-,0.04,0.5,1.7,0.1,0.1,83,12.6,6.2,3.6,8.5,-,-,90,13.6,0.0,39.1,0.0,88
Japan,127749,84.2,74.8,3733,10.9,5,100,2.7,0.9,-,16,-,1.95,5,8.4,18.5,8.0,4.7,-,4.1,?80,6.2,2.0,11.9,0.2,0.4,33.7,11.2,99,93,99,-,2.4,11.2,0.8,1.7,100,-,7.1,2.3,1.5,97,100,>95,11.8,<0.1,0.3,<0.1,100
Jordan,9456,74.3,66.4,257,6.3,58,100,17.6,10.6,<0.01,5.6,-,1.01,126,19.2,2.9,0.7,26.3,58.0,26.0,70,-,-,51.2,0.6,0.6,-,-,98,99,-,2.78,3.4,3.1,0.9,1.6,72,12.4,7.8,2.4,4.7,93,77,>95,31.7,0.0,2.9,<0.1,59
Kazakhstan,17988,71.1,63.4,379,3.9,12,99,11.4,5.9,0.16,67,-,0.21,185,26.8,22.5,7.7,24.2,79.6,36.0,71,1.8,0.1,62.7,0.4,2.3,43.1,7.0,82,99,97,0.36,3.3,8.5,0.4,0.8,78,10.9,8.0,3.1,9.3,-,-,>95,14.5,<0.1,8.1,<0.1,87
Kenya,48462,66.7,58.9,70,5.2,510,62,49.2,22.6,1.46,348,85.3,0.86,11770703,13.4,3.2,3.4,29.1,77.6,96.0,57,-,-,78.1,51.2,1.8,20.4,1.2,89,32,78,3.36,0.2,1.6,0.0,0.1,58,6.3,26.0,4.0,4.1,-,-,13,25.8,<0.1,5.3,0.7,-
Kiribati,114,66.1,57.8,108,7.6,90,98,54.3,22.6,-,566,-,3.65,117424,28.4,14.4,0.4,2.9,35.8,49.9,40,-,-,140.2,16.7,2.6,58.9,35.9,81,79,79,9.95,0.2,4.6,0.2,0.1,60,6.3,-,-,-,-,-,6,10.9,0.0,9.1,0.0,56
Kuwait,4053,74.8,66.3,1169,4.0,4,100,8.4,4.4,0.02,24,-,0.11,6,17.4,2.3,0.0,18.7,-,6.1,77,-,-,103.8,<0.1,0.2,37.0,2.7,99,96,99,-,2.6,7.0,0.7,0.5,85,6.2,4.9,3.1,6.0,100,100,>95,58.9,<0.1,2.7,0.2,59
Kyrgyzstan,5956,71.4,63.5,92,8.2,76,98,21.1,11.6,0.13,145,0.0,0.50,113625,24.9,8.3,6.2,22.0,62.1,-,66,3.5,0.8,110.7,0.8,0.6,50.5,3.6,96,98,-,2.91,1.9,6.4,0.2,0.0,50,9.9,12.9,2.8,7.0,66,-,81,17.4,0.3,5.8,<0.1,96
Lao People's Democratic Republic,6758,65.8,57.9,53,2.8,197,40,63.9,28.7,0.10,175,7.8,1.94,2206011,27.0,8.6,10.4,14.3,61.3,75.6,48,3.0,0.3,188.5,11.3,0.9,51.2,7.3,82,-,78,3.33,0.5,1.0,0.1,0.2,75,3.8,43.8,6.4,2.0,-,-,6,25.5,<0.1,7.0,<0.1,-
Latvia,1971,75.0,66.2,784,5.8,18,100,4.6,2.4,0.23,37,-,0.51,11,21.9,21.2,12.9,10.0,-,18.0,64,-,-,41.3,<0.1,0.8,51.0,25.6,98,89,82,-,3.2,4.9,0.7,0.8,90,8.9,-,-,-,82,78,>95,14.4,<0.1,6.0,0.0,100
Lebanon,6007,76.3,66.1,645,7.4,15,-,8.1,4.7,0.02,12,-,0.21,1,17.9,3.3,1.5,22.6,-,-,68,-,-,51.4,0.8,0.3,40.7,26.9,81,75,-,5.84,2.4,2.6,1.0,1.4,80,14.3,-,-,-,48,20,-,30.7,0.0,4.5,3.3,-
Lesotho,2204,52.9,46.6,91,8.4,487,78,93.5,38.5,12.68,724,-,1.64,530557,26.6,21.2,5.0,28.2,76.1,94.0,45,-,-,177.6,44.4,3.1,53.9,0.4,93,82,93,6.61,-,-,-,-,62,9.3,33.2,2.8,7.4,-,-,36,28.1,0.0,35.0,<0.1,-
Liberia,4614,62.9,54.5,69,15.2,725,61,67.4,22.8,0.66,308,237.0,7.75,2919973,17.6,6.8,5.8,33.7,37.2,104.8,34,7.9,1.6,170.2,41.5,1.8,18.1,1.5,79,-,79,14.27,0.0,0.5,0.0,0.0,76,2.7,32.1,5.6,3.2,-,-,<5,17.0,0.0,10.0,0.0,-
Libya,6293,71.9,62.3,-,-,9,100,12.9,7.1,-,40,-,0.27,1,20.1,5.2,0.0,23.8,29.6,10.9,63,-,-,71.9,0.6,0.6,-,-,97,96,96,0.07,2.1,6.9,0.7,0.6,64,-,21.0,6.5,22.4,-,26,-,41.7,<0.1,2.5,28.7,-
Lithuania,2908,75.0,66.1,923,6.5,10,100,5.3,2.5,0.09,53,-,0.19,26,20.7,31.9,15.0,10.6,-,14.1,67,9.8,1.6,34.0,<0.1,0.7,38.0,21.3,94,92,82,-,4.4,8.1,0.9,-,77,12.2,-,-,-,92,61,>95,12.3,0.4,5.9,0.0,100
Luxembourg,576,82.4,72.6,6236,6.0,10,100,2.4,1.5,0.18,5.8,-,0.24,0,10.0,13.5,13.0,8.7,-,5.6,?80,3.4,0.1,11.6,<0.1,0.1,26.0,20.9,99,86,95,-,2.9,12.3,1.0,0.7,88,12.1,-,-,-,98,94,>95,10.4,0.0,0.2,0.0,100
Madagascar,24895,66.1,58.3,21,5.2,353,44,46.4,18.6,0.18,237,64.4,4.36,18863123,22.9,3.9,1.9,28.4,49.6,152.0,30,-,-,159.6,30.2,3.3,-,-,77,-,76,4.08,0.1,0.2,0.0,0.0,43,15.6,49.2,-,-,-,-,<5,22.5,0.2,6.9,<0.1,-
Malawi,18092,64.2,56.2,34,9.3,634,90,55.1,23.1,2.29,159,249.1,3.03,11435030,16.4,3.7,3.7,35.0,74.6,136.0,44,1.6,0.1,115.0,28.3,2.0,24.7,4.4,84,61,83,12.64,0.0,0.3,0.0,0.0,56,10.8,37.1,2.7,4.5,-,-,<5,21.9,0.2,1.5,0.0,-
Malaysia,31187,75.3,66.6,386,4.0,40,99,8.3,4.4,0.19,92,0.2,0.17,120318,17.2,5.5,0.9,24.0,-,11.5,70,-,-,47.4,0.4,0.5,42.4,1.0,98,99,-,0.05,1.5,4.1,0.5,0.5,100,8.3,20.7,11.5,6.0,92,82,>95,17.3,<0.1,4.1,<0.1,52
Maldives,428,78.4,69.8,944,11.5,68,96,8.5,4.8,-,49,-,0.19,1937,13.4,2.3,2.7,3.5,42.7,12.9,55,-,-,25.6,0.3,0.0,55.0,2.1,99,99,-,1.29,3.6,8.2,0.2,1.1,63,22.8,20.3,10.2,6.5,-,-,94,7.7,0.0,3.4,0.9,94
Mali,17995,58.0,50.7,42,5.8,587,44,110.6,35.7,0.33,56,459.7,4.88,18605778,24.6,4.8,1.3,25.6,46.0,174.0,32,-,-,209.1,70.7,3.3,23.0,1.6,68,-,70,7.55,0.1,0.4,0.0,0.0,40,4.5,30.4,13.5,1.9,-,-,<5,29.0,<0.1,11.3,3.9,-
Malta,429,81.5,72.2,2304,9.6,9,100,6.8,4.6,0.06,13,-,0.39,1,10.8,7.5,8.1,5.1,-,11.4,79,15.9,2.8,20.2,<0.1,0.1,30.2,20.9,97,86,-,-,3.9,9.1,0.5,1.3,79,14.2,-,-,-,100,93,>95,14.0,<0.1,0.9,0.0,100
Marshall Islands,53,-,-,747,22.1,-,90,35.4,16.4,-,422,-,1.56,19594,-,-,-,5.7,80.5,-,-,-,-,-,-,-,-,-,71,49,51,2.67,0.5,3.6,0.5,0.1,57,21.2,-,-,-,-,-,65,-,-,-,-,-
Mauritania,4301,63.9,56.4,54,4.6,602,69,81.4,33.7,0.12,102,88.5,4.29,589697,18.1,4.4,0.0,24.5,30.4,77.0,33,-,-,169.5,38.6,1.9,-,-,73,-,73,2.53,0.1,0.7,0.0,0.0,32,5.5,27.9,14.8,1.3,-,-,47,41.7,<0.1,11.0,0.0,-
Mauritius,1262,74.8,65.8,506,5.5,53,100,13.7,8.4,-,22,-,0.61,0,22.6,7.8,3.6,12.2,41.9,24.1,64,-,-,38.3,0.6,0.1,40.7,3.2,96,92,10,0.28,2.0,3.3,0.3,0.4,71,9.9,-,-,-,-,-,93,13.5,0.2,1.6,0.0,98
Mexico,127540,76.6,67.7,535,5.9,38,98,14.6,7.8,0.10,22,0.4,0.04,9532039,15.7,5.1,6.5,12.3,80.9,66.2,76,7.1,1.9,36.7,1.1,0.4,21.4,6.9,97,98,92,0.01,2.2,2.6,0.1,-,94,11.3,12.4,1.0,5.2,43,45,85,20.9,0.1,16.9,2.1,100
Micronesia (Federated States of),105,69.6,61.1,395,13.1,100,100,33.3,17.2,-,177,-,0.89,70736,26.1,11.1,2.5,1.9,-,-,60,-,-,151.8,3.6,1.0,-,-,69,74,63,3.65,0.2,3.6,0.4,0.2,86,6.1,-,-,-,-,-,12,10.5,1.3,4.8,0.0,-
Monaco,38,-,-,3316,2.0,-,-,3.4,1.8,-,0,-,0.20,0,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,99,-,-,-,6.6,20.5,1.0,2.6,81,8.1,-,-,-,100,100,>95,12.2,-,-,-,100
Mongolia,3027,69.8,61.9,152,3.9,44,99,17.9,9.7,0.01,183,-,1.72,0,30.2,13.0,7.4,21.0,68.3,26.7,63,2.4,0.5,155.9,1.3,1.6,46.5,5.5,99,90,-,6.47,3.3,4.1,0.2,0.5,87,6.0,10.8,1.0,10.5,-,-,43,49.5,0.0,8.9,0.0,84
Montenegro,629,76.8,68.1,382,6.0,7,99,3.8,2.4,0.11,16,-,0.65,6,20.6,10.3,8.0,11.9,34.1,11.1,54,8.9,1.0,78.6,<0.1,0.5,47.9,44.0,89,86,-,1.84,2.3,5.7,0.0,0.2,56,8.8,9.4,2.8,22.3,90,-,69,19.3,0.0,2.6,0.0,94
Morocco,35277,76.0,65.3,160,5.5,121,74,27.1,17.8,0.03,103,-,0.45,25,12.4,2.9,0.6,20.8,74.8,32.0,65,-,-,49.1,1.9,0.6,47.1,0.8,99,99,98,1.92,0.6,0.9,0.1,0.3,95,7.7,14.9,2.3,10.7,69,38,>95,31.1,<0.1,1.4,0.0,29
Mozambique,28829,60.1,52.2,28,5.4,489,54,71.3,27.1,3.63,551,307.8,3.67,23920538,18.4,4.9,2.4,31.6,50.4,167.0,42,1.2,0.3,110.0,27.6,2.9,29.1,5.1,80,51,80,8.10,0.1,0.4,0.0,0.1,69,1.2,43.1,6.1,7.9,-,-,<5,18.4,0.2,2.5,0.1,-
Myanmar,52885,66.8,58.4,59,4.9,178,60,50.8,24.5,0.22,361,7.2,2.03,39343021,24.2,7.8,4.8,20.3,75.0,36.0,60,-,-,156.4,12.6,1.4,35.2,6.3,90,86,14,2.78,0.6,0.9,0.1,-,62,4.9,29.2,7.0,1.3,-,-,18,34.6,<0.1,4.1,1.9,-
Namibia,2480,63.7,55.9,423,8.9,265,88,45.2,17.8,4.37,446,29.3,0.66,1097233,21.3,8.7,9.8,23.9,75.1,82.0,59,-,-,145.0,18.3,1.5,34.2,9.7,92,-,81,3.97,0.4,2.8,0.0,0.2,79,12.9,23.1,7.1,4.1,-,-,42,21.0,0.0,18.3,0.0,-
Nauru,11,-,-,812,4.8,-,97,34.6,22.2,-,112,-,2.11,2844,-,-,6.0,-,42.5,-,-,-,-,-,-,-,36.9,43.0,91,96,-,43.29,1.4,7.0,0.6,1.0,42,5.2,24.0,1.0,2.8,-,-,91,12.5,-,-,-,-
Nepal,28983,70.2,61.3,44,6.1,258,58,34.5,21.1,0.03,154,0.9,0.31,17552881,21.8,8.8,2.0,17.0,56.1,88.0,46,27.4,3.3,193.8,19.8,0.4,37.8,9.5,87,25,46,2.47,0.6,2.0,-,0.2,22,5.5,35.8,9.7,1.2,27,-,28,99.5,7.0,3.3,<0.1,-
Netherlands,16987,81.6,72.1,4746,10.7,7,-,3.8,2.5,0.03,5.9,-,0.04,38,11.2,12.6,8.7,3.4,-,3.2,?80,-,-,13.7,0.2,0.1,27.3,24.4,95,91,94,-,3.5,10.5,0.5,0.2,95,19.0,-,-,-,100,97,>95,12.1,<0.1,0.7,0.2,100
New Zealand,4661,82.2,72.8,3554,9.3,11,96,5.4,3.0,-,7.3,-,1.20,0,10.1,12.1,10.7,6.0,-,16.0,?80,-,-,7.2,0.1,0.2,17.2,14.8,92,89,93,-,3.1,11.1,0.4,0.7,98,-,-,-,-,100,76,>95,5.8,<0.1,1.1,<0.1,100
Nicaragua,6150,75.5,66.9,163,7.8,150,88,19.7,8.8,0.06,48,7.8,0.14,926646,14.2,12.2,5.2,15.3,89.8,92.0,70,27.7,8.9,55.7,2.2,0.6,-,-,98,-,98,3.58,0.9,1.4,0.0,-,91,17.4,17.3,2.2,8.3,59,-,52,19.0,0.1,13.9,<0.1,78
Niger,20673,59.8,52.5,26,7.2,553,40,91.3,25.7,0.09,93,378.9,6.01,15233885,20.0,4.6,0.5,26.4,45.4,146.0,33,4.1,0.4,251.8,70.8,4.2,15.4,0.1,67,37,64,3.48,0.0,0.1,0.0,0.0,74,4.6,42.2,10.3,3.0,-,9,<5,73.0,0.2,10.4,1.2,-
Nigeria,185990,55.2,48.9,97,3.6,814,43,104.3,34.1,1.23,219,349.6,2.61,128936746,22.5,9.5,13.4,20.5,26.3,145.0,39,24.8,8.9,307.4,68.6,3.0,10.8,0.6,49,-,26,2.87,0.4,1.5,0.0,0.1,51,5.3,43.6,10.8,1.5,19,-,<5,46.3,<0.1,9.8,4.1,-
Niue,2,-,-,867,6.3,-,100,22.2,11.6,-,20,-,0.24,1,-,-,7.0,-,-,-,-,-,-,-,-,-,19.3,10.5,99,99,99,6.01,1.8,9.8,2.5,0.6,61,2.2,-,-,-,97,-,93,-,-,-,-,-
Norway,5255,82.5,73.0,7464,10.0,5,99,2.6,1.5,-,6.1,-,0.01,3,9.2,12.2,7.5,3.8,-,4.6,?80,-,-,8.6,0.2,0.2,20.7,19.6,96,91,94,-,4.4,17.8,0.9,0.7,99,17.5,-,-,-,95,78,>95,7.8,<0.1,0.6,<0.1,100
Oman,4425,77.0,65.6,636,3.8,17,100,10.7,5.2,-,9,-,0.44,0,17.8,3.9,0.8,25.4,39.6,13.5,72,-,-,53.9,<0.1,0.4,15.6,0.5,99,99,99,-,1.9,4.2,0.2,0.9,90,6.7,14.1,7.5,4.4,88,-,>95,36.2,0.0,5.2,0.0,73
Pakistan,193203,66.5,57.7,38,2.7,178,55,78.8,45.6,0.10,268,10.6,2.75,31683212,24.7,2.9,0.3,14.2,47.0,44.0,40,1.0,0.0,173.6,19.6,2.3,36.7,2.8,72,53,72,1.63,1.0,0.5,0.1,-,51,3.7,45.0,10.5,4.8,36,-,43,56.2,0.3,9.6,6.9,-
Palau,22,-,-,1420,10.6,-,100,15.9,8.4,-,123,-,0.21,41,-,-,-,4.8,-,-,-,-,-,-,-,-,22.7,7.7,98,95,98,2.72,1.2,5.3,0.2,0.0,91,13.1,-,-,-,-,20,87,12.4,-,-,-,95
Panama,4034,78.0,69.4,921,7.0,94,95,16.4,9.6,0.34,55,0.4,0.22,453129,13.0,4.3,7.9,10.0,75.9,84.3,75,1.4,0.2,25.8,1.9,0.4,9.9,2.4,73,92,83,0.46,1.6,2.3,0.3,-,76,11.3,19.1,1.2,-,-,-,89,12.0,0.3,20.5,0.0,92
Papua New Guinea,8085,65.9,58.0,77,3.8,215,40,54.3,23.5,0.37,432,179.4,2.24,6528722,30.0,6.0,1.2,16.8,40.6,-,41,-,-,152.0,16.3,1.7,48.8,23.5,72,-,20,2.92,0.1,0.5,0.0,0.0,64,8.7,49.5,14.3,13.8,-,-,13,11.5,0.2,10.2,0.1,-
Paraguay,6725,74.2,65.3,321,7.8,132,96,19.9,11.1,0.20,42,0.0,0.65,790833,17.5,9.5,7.2,20.7,82.6,62.8,69,-,-,57.5,1.5,0.3,21.6,5.0,93,92,99,0.89,1.3,1.0,0.2,-,77,10.8,5.6,1.0,12.4,-,-,66,11.7,<0.1,8.6,0.1,80
Peru,31774,75.9,67.5,323,5.3,68,92,15.3,7.5,0.09,117,17.8,0.24,2814779,12.6,4.9,6.3,13.9,66.1,49.4,78,8.3,1.2,63.9,1.3,0.9,-,-,89,66,86,0.48,1.1,1.5,0.1,0.1,66,14.4,13.1,1.0,7.2,50,30,75,29.0,<0.1,11.6,<0.1,57
Philippines,103320,69.3,61.7,127,4.4,114,73,27.1,12.6,0.11,554,0.5,1.07,49110117,26.8,3.2,6.6,10.5,51.5,57.0,58,6.3,1.4,185.2,4.2,0.2,40.8,7.8,86,66,36,0.73,-,0.2,0.0,0.9,81,7.4,33.4,7.1,3.9,-,-,43,18.7,2.1,14.8,1.6,89
Poland,38224,77.8,68.5,797,6.3,3,100,4.7,2.8,-,18,-,0.04,64,18.7,16.2,11.6,10.3,-,12.3,75,13.9,1.6,37.9,<0.1,0.2,33.1,23.3,98,94,-,-,2.3,5.7,0.3,0.7,74,10.7,-,-,-,94,77,>95,21.5,<0.1,0.9,<0.1,100
Portugal,10372,81.5,72.0,1722,9.0,10,99,3.5,2.1,-,20,-,0.10,6,11.1,14.0,12.3,7.8,-,8.2,?80,18.4,3.3,9.8,0.2,0.3,30.0,16.3,98,95,-,-,4.4,6.4,0.9,0.9,91,12.3,-,-,-,95,62,>95,8.1,<0.1,1.2,0.0,100
