Similarity,,,,1,,0.5,0.5,1,0.5,,,0.5,1,1,1,1,1,,1,0.5,,1,1,1,1,1,1,1,1,1,,,1,,
GPW_number,,,,12,,13,13,39,36,37,,35,21,28,23,29,18,,43,45,,22,22,8,9a,14,15,25,45,46,,,11,,
GPW_name,,,,Reduce the global maternal mortality ratio by 30%,,Reduce the preventable deaths of newborns and children under 5 years of age by 30%,Reduce the preventable deaths of newborns and children under 5 years of age by 30%,"Reduce number of new HIV infections per 1000 uninfected population, by sex, age, and key populations by 73%",Reduce tuberculosis deaths (including TB deaths among people with HIV) by 50%,Reduce malaria deaths by 50%,,Eliminate at least one neglected tropical disease in 30 additional endemic countries (cumulative total number of countries),"20% relative reduction in the premature mortality (age 30–70 years) from NCDs (cardiovascular, cancer, diabetes, or chronic respiratory diseases) through prevention and treatment",Reduce suicide mortality rate by 15%,"7% relative reduction in the harmful use of alcohol as appropriate, within the national context",Reduce the number of global deaths and injuries from road traffic accidents by 20%,Increase the proportion of women of reproductive age (aged 15–49 years) who have their need for family planning satisfied with modern methods to 66%,,Reduce the mortality rate attributed to household and ambient air pollution by 5%,Provide access to safely managed drinking water services for 1 billion more people,,25% relative reduction in prevalence of current tobacco use in persons 15+ years,25% relative reduction in prevalence of current tobacco use in persons 15+ years,Increase health workforce density with improved distribution,Increase in countries International Health Regulations capacities,Reduce the number of stunted children under five years of age by 30%,Reduce the prevalence of wasting among children under five years of age to less than 5%,Halt and begin to reverse the rise in childhood overweight (0–4 years) and obesity (5–19 years),Provide access to safely managed drinking water services for 1 billion more people,Provide access to safely managed sanitation services for 800 million more people,,,Reduce the number of deaths attributed to disasters per 100 000 population by 5%,,
GPW_benchmark,,,,30,,30,30,73,50,50,,Eliminate at least 1,20,15,7,20,66,,5," 1,000,000,000 ",,25,25,Increase,Increase,30,5,Halt," 1,000,000,000 "," 800,000,000 ",,,5,,
Member State,Total population a (000s),"Life expectancy at birth a,b (years)","Healthy life expectancy at birth a,b (years)",Maternal mortality ratio c (per 100 000 live births),Proportion of births attended by skilled health personnel d (%),Under-five mortality rate e (per 1000 live births),Neonatal mortality rate e (per 1000 live births),New HIV infections among adults 15-49 years old f (per 1000 uninfected population),TB incidence g (per 100 000 population),Malaria incidence h (per 1000 population at risk),Infants receiving three doses of hepatitis B vaccine i (%),Reported number of people requiring interventions against NTDs j,"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 k (%)",Suicide mortality rate k (per 100 000 population),"Total alcohol per capita (> 15 years of age) consumption, in litres of pure alcohol, projected estimates l",Road traffic mortality rate m (per 100 000 population),Proportion of married or in-union women of reproductive age who have their need for family planning satisfied with modern methods n (%),Adolescent birth rate o (per 1000 women aged 15-19 years),Mortality rate attributed to household and ambient air pollution p  (per 100 000 population) ,Mortality rate attributed to exposure to unsafe WASH services q (per 100 000 population),Mortality rate from unintentional poisoning k (per 100 000 population),Age-standardized prevalence of tobacco smoking among persons 15 years and older r  (%) ,Age-standardized prevalence of tobacco smoking among persons 15 years and older r  (%) ,Skilled health professionals density s (per 10 000 population) ,Average of 13 International Health Regulations core capacity scores t,Prevalence of stunting in children under 5 u (%),Prevalence of wasting in children under 5 u (%),Prevalence of overweight in children under 5 u (%),Proportion of population using improved drinking-water sources v (%),Proportion of population using improved sanitation v (%),Proportion of population with primary reliance on clean fuels w (%),Annual mean concentrations of fine particulate matter (PM2.5) in urban areas x  (µg/m3),Average death rate due to natural disasters y (per 100 000 population),Mortality rate due to homicide z (per 100 000 population),Estimated direct deaths from major conflicts aa (per 100 000 population)
Czech Republic,10543,78.8,69.4,4,100,3.4,1.8,–,4.6,–,99,6,17.0,15.6,14.1,6.1,85.7,11.1,59.5,0.5,1.1,37.4,29.0,–,91,–,–,–,100,99,>95,20.9,<0.1,0.9,<0.1
Democratic People's Republic of Korea,25155,70.6,64.0,82,100,24.9,13.5,–,442,2.1,93,5643102,27.1,–,4.4,20.8,76.7,0.7,234.1,1.4,3.3,–,–,–,73,27.9,4.0,0.0,100,82,7,31.6,0.2,4.7,0.0
Democratic Republic of the Congo,77267,59.8,51.7,693,80,98.3,30.1,0.6,325,295.2,80,57568918,23.6,8.0,3.4,33.2,15.6,138.0,116.4,107.8,6.2,–,–,–,75,42.6,8.1,4.4,52,29,6,63.2,<0.1,13.3,1.8
Denmark,5669,80.6,71.2,6,98,3.5,2.5,0.1,7.1,–,–,0,13.3,11.2,10.2,3.5,–,2.4,20.3,0.8,1.1,17.6,16.4,202.7,91,–,–,–,100,100,>95,10.5,<0.1,0.9,<0.1
Djibouti,888,63.5,55.8,229,87,65.3,33.4,1.1,619,25.0,78,107995,18.8,10.7,0.9,24.7,–,20.6,40.5,26.4,3.7,–,–,10.3,46,33.5,21.5,8.1,90,47,10,46.0,0.0,7.0,0.1
Dominica,73,–,–,–,100,21.2,15.6,–,0.7,–,97,8063,–,–,6.6,15.3,–,47.2,–,–,–,–,–,–,66,–,–,–,–,–,92,16.3,–,6.8,–
Dominican Republic,10528,73.9,65.1,92,98,30.9,21.7,0.4,60,0.2,89,1192636,14.8,3.6,7.6,29.3,84.1,90.0,29.4,1.9,0.5,18.8,9.4,28.2,71,7.1,2.4,7.6,85,84,92,17.0,<0.1,25.4,0.0
Ecuador,16144,76.2,67.0,64,96,21.6,10.8,0.2,54,<0.1,83,1806145,11.9,8.9,6.1,20.1,80.7,–,15.0,1.8,0.7,14.0,3.3,38.8,90,25.2,2.3,7.5,87,85,>95,13.5,<0.1,13.8,<0.1
Egypt,91508,70.9,62.2,33,92,24.0,12.8,<0.1,15,–,94,1117250,24.5,1.6,0.3,12.8,80.0,56.0,52.1,1.6,2.1,49.9,0.3,63.5,93,22.3,9.5,15.7,99,95,>95,101.8,0.0,5.1,0.4
El Salvador,6127,73.5,64.1,54,98,16.8,8.3,0.2,41,<0.1,93,874565,16.9,12.8,3.5,21.1,81.9,72.0,44.6,2.4,0.5,–,–,20.0,93,14.0,2.0,6.0,94,75,83,37.1,0.1,43.9,0.0
Equatorial Guinea,845,58.2,51.2,342,68,94.1,33.1,2.9,162,211.1,24,465062,23.4,13.9,8.1,22.9,20.5,176.0,98.3,57.3,5.0,–,–,–,27,26.2,3.1,9.7,48,75,22,32.0,0.0,3.5,0.0
Eritrea,5228,64.7,55.9,501,34,46.5,18.4,0.2,78,17.4,94,976756,24.2,8.3,1.4,24.1,19.6,76.0,75.8,34.9,4.7,–,–,–,73,50.3,15.3,1.9,58,16,14,35.7,0.0,7.7,<0.1
Estonia,1313,77.6,68.9,9,99,2.9,1.5,–,20,–,93,1,18.8,18.7,–,7.0,–,15.6,54.2,<0.1,0.8,41.2,24.9,96.2,72,–,–,–,100,97,92,8.5,0.0,5.4,<0.1
Ethiopia,99391,64.8,56.1,353,16,59.2,27.7,–,207,117.8,77,67843988,15.2,7.5,4.3,25.3,57.6,71.2,56.8,29.6,3.5,8.9,0.5,2.8,78,40.4,8.7,2.6,57,28,<5,36.7,0.0,8.0,0.2
Fiji,892,69.9,62.9,30,99,22.4,9.6,0.2,67,–,99,899436,30.8,5.9,3.2,5.8,–,27.5,76.9,3.0,4.7,38.7,12.4,26.7,98,–,–,–,96,91,37,11.4,0.4,2.3,0.0
Finland,5503,81.1,71.0,3,100,2.3,1.3,–,5.6,–,–,0,11.2,16.7,11.9,4.8,–,7.3,6.0,0.2,1.5,23.2,18.5,137.7,96,–,–,–,100,98,>95,7.1,0.0,1.4,<0.1
France,64395,82.4,72.6,8,98,4.3,2.2,–,8.7,–,82,178,11.4,15.8,11.6,5.1,95.5,6.2,17.2,0.5,2.0,29.8,25.6,124.9,94,–,–,–,100,99,>95,12.7,<0.1,1.0,<0.1
Gabon,1725,66.0,57.2,291,89,50.8,23.2,1.4,444,210.6,70,1534672,15.0,7.0,11.8,22.9,33.7,115.0,47.0,28.1,1.8,–,–,–,48,17.5,3.4,7.7,93,42,73,35.9,0.0,9.3,0.0
Gambia,1991,61.1,53.8,706,57,68.9,29.9,1.1,174,233.1,96,1200503,19.1,3.2,3.2,29.4,23.9,88.0,70.9,21.0,1.8,–,–,9.7,33,25.0,11.1,3.2,90,59,<5,43.0,<0.1,9.4,0.0
Georgia,4000,74.4,66.5,36,100,11.9,7.2,0.3,106,0.0,91,79,21.6,3.8,6.7,11.8,52.8,41.5,292.3,0.2,0.9,57.7,5.7,74.9,81,11.3,1.6,19.9,100,86,55,23.3,0.2,4.8,<0.1
Germany,80689,81.0,71.3,6,99,3.7,2.1,–,6.2,–,87,265,12.3,13.0,10.6,4.3,–,7.8,32.5,0.9,0.3,32.4,28.3,136.1,99,1.3,1.0,3.5,100,99,>95,14.5,<0.1,0.8,<0.1
Ghana,27410,62.4,55.3,319,71,61.6,28.3,0.7,165,318.5,98,18697745,20.3,2.3,5.4,26.2,44.6,65.0,80.8,20.0,2.2,13.1,0.4,10.2,69,18.8,4.7,2.6,89,15,21,22.2,0.2,10.0,0.0
Greece,10955,81.0,71.9,3,–,4.6,2.9,–,4.8,–,96,73,12.9,4.9,9.3,9.1,–,8.3,45.1,<0.1,0.8,52.6,32.7,–,76,–,–,–,100,99,>95,12.7,<0.1,1.6,<0.1
Grenada,107,73.6,65.0,27,99,11.8,6.0,–,1.3,–,97,39,–,–,10.4,–,–,–,–,–,–,–,–,44.9,66,–,–,–,97,98,>95,17.0,0.0,6.2,–
Guatemala,16343,71.9,62.1,88,66,29.1,13.4,0.3,57,2.2,73,3255245,13.5,7.3,3.9,19.0,65.5,91.0,42.5,9.2,1.2,–,–,18.3,87,48.0,1.1,4.9,93,64,36,33.7,0.2,39.9,0.2
Guinea,12609,59.0,51.7,679,45,93.7,31.3,1.1,177,403.4,51,8842314,20.9,3.3,0.7,27.3,15.7,146.0,87.9,40.7,3.1,–,–,1.4,57,31.3,9.9,3.8,77,20,6,19.4,0.0,8.8,0.2
Guinea-Bissau,1844,58.9,51.5,549,45,92.5,39.7,2.5,369,112.1,80,1884916,22.4,3.1,4.3,27.5,37.6,136.7,105.2,48.9,3.0,–,–,6.6,50,27.6,6.0,2.3,79,21,<5,28.9,0.0,10.1,<0.1
Guyana,767,66.2,58.9,229,92,39.4,22.8,2.0,103,129.3,98,720357,28.4,34.8,8.6,17.3,52.5,101.0,42.7,4.0,0.7,–,–,7.5,85,12.0,6.4,5.3,98,84,61,16.2,0.0,20.2,0.0
Haiti,10711,63.5,55.4,359,37,69.0,25.4,1.1,200,13.6,48,11358721,23.9,2.3,5.9,15.1,44.8,66.0,112.6,28.5,1.9,22.1,2.5,–,48,21.9,5.2,3.6,58,28,9,24.6,0.4,26.6,0.0
Honduras,8075,74.6,64.9,129,83,20.4,11.0,0.1,43,3.2,85,2709120,15.7,4.9,4.0,17.4,76.0,101.0,53.2,7.9,0.3,33.3,2.1,14.5,75,22.7,1.4,5.2,91,83,48,40.3,<0.1,103.9,<0.1
Hungary,9855,75.9,67.4,17,99,5.9,3.5,–,12,–,–,2,24.0,25.4,12.4,7.7,–,19.8,123.0,<0.1,0.9,32.0,24.8,95.6,91,–,–,–,100,98,>95,22.9,0.0,1.5,0.0
Iceland,329,82.7,72.7,3,–,2.0,0.9,–,3.3,–,–,0,10.2,15.1,6.9,4.6,–,7.1,6.4,<0.1,0.5,17.0,15.1,190.7,84,–,–,–,100,99,>95,7.7,0.0,0.6,0.0
India,1311051,68.3,59.5,174,74,47.7,27.7,–,167,23.7,70,577240673,26.2,20.9,4.6,16.6,63.9,28.1,130.0,27.4,3.2,20.4,1.9,24.1,94,38.7,15.1,1.9,94,40,34,73.6,0.2,4.3,<0.1
Indonesia,257564,69.1,62.2,126,87,27.2,13.5,0.5,399,41.8,78,127979175,23.1,3.7,0.6,15.3,78.8,47.0,83.9,3.6,1.1,76.2,3.6,15.9,96,36.4,13.5,11.5,87,61,57,18.1,<0.1,4.7,<0.1
Iran (Islamic Republic of),79109,75.5,66.6,25,96,15.5,9.5,0.2,22,<0.1,99,14373,17.3,5.3,1.0,32.1,68.6,37.7,35.3,0.9,2.5,21.5,0.7,23.0,85,6.8,4.0,–,96,90,>95,41.1,0.1,4.8,0.1
Iraq,36423,68.9,60.0,50,91,32.0,18.4,–,43,0.0,62,2044142,23.7,1.1,0.5,20.2,59.3,82.0,32.2,3.9,0.7,–,–,6.1,91,22.6,7.4,11.8,87,86,>95,52.0,<0.1,18.6,83.6
Ireland,4688,81.4,71.5,8,100,3.6,2.3,0.2,7.4,–,95,0,11.1,11.5,10.9,4.1,–,9.2,17.3,0.3,1.5,22.4,21.9,178.7,78,–,–,–,98,91,>95,10.0,<0.1,1.2,<0.1
Israel,8064,82.5,72.8,5,–,4.0,2.1,–,5.8,–,97,471,9.5,6.2,3.1,3.6,–,10.2,15.8,0.5,0.1,41.2,19.3,83.0,71,–,–,–,100,100,>95,19.3,<0.1,2.1,0.3
Italy,59798,82.7,72.8,4,100,3.5,2.1,–,6.0,–,94,418,9.8,6.4,6.1,6.1,–,5.8,35.3,0.1,0.6,28.3,19.7,92.0,77,–,–,–,100,100,>95,18.6,<0.1,0.9,0.0
Jamaica,2793,76.2,66.9,89,99,15.7,11.6,1.0,4.7,–,92,411692,17.0,1.2,5.1,11.5,83.0,45.7,42.9,1.9,1.0,29.9,5.9,15.0,81,5.7,3.0,7.8,94,82,93,17.2,0.0,45.1,0.0
Japan,126573,83.7,74.9,5,100,2.7,0.9,–,18,–,–,–,9.3,23.1,7.5,4.7,–,4.4,24.2,0.1,0.8,33.7,10.6,137.9,100,7.1,2.3,1.5,100,100,>95,13.0,3.4,0.4,<0.1
Jordan,7595,74.1,65.0,58,100,17.9,10.6,–,5.5,–,98,236,19.8,1.6,0.7,26.3,58.0,26.0,21.7,1.0,1.2,70.2,10.7,66.1,97,7.8,2.4,4.7,97,99,>95,38.3,0.0,2.9,<0.1
Kazakhstan,17625,70.2,63.3,12,100,14.1,7.0,0.2,99,–,95,–,33.9,24.2,8.2,24.2,79.6,36.4,93.3,1.2,6.3,43.9,9.3,118.7,78,13.1,4.1,13.3,93,98,92,21.9,<0.1,9.2,<0.1
Kenya,46050,63.4,55.6,510,62,49.4,22.2,2.3,246,266.3,81,12294911,18.1,10.8,4.0,29.1,75.4,96.0,57.1,32.5,3.8,24.6,2.1,10.6,69,26.0,4.0,4.1,63,30,6,16.9,0.1,7.4,0.6
Kiribati,112,66.3,59.1,90,80,55.9,23.7,–,497,–,75,115336,–,–,2.9,2.9,35.8,49.9,–,–,–,63.9,40.9,40.8,60,–,–,–,67,40,<5,–,0.0,8.2,–
Kuwait,3892,74.7,65.8,4,100,8.6,3.2,–,21,–,96,29,11.8,1.0,0.1,18.7,–,7.1,14.2,<0.1,0.5,–,–,63.4,86,5.8,2.4,8.7,99,100,>95,78.8,0.0,3.1,0.1
Kyrgyzstan,5940,71.1,63.8,76,98,21.3,11.5,0.2,142,0.0,96,111553,28.5,8.9,3.9,22.0,62.1,42.1,99.5,1.8,2.7,50.4,3.6,81.9,50,12.9,2.8,7.0,90,93,76,15.7,0.0,9.1,<0.1
Lao People's Democratic Republic,6802,65.7,57.9,197,40,66.7,30.1,0.2,189,29.8,88,2183445,24.2,6.4,7.5,14.3,61.3,94.0,107.6,13.9,1.0,56.6,9.1,10.6,74,43.8,6.4,2.0,76,71,<5,33.6,0.2,7.1,0.0
Latvia,1971,74.6,67.1,18,98,7.9,5.2,–,49,–,92,13,24.1,21.8,10.6,10.0,–,15.3,115.1,<0.1,2.4,48.9,24.3,70.1,90,–,–,–,99,88,>95,20.2,0.0,7.0,0.0
Lebanon,5851,74.9,65.7,15,–,8.3,4.8,<0.1,16,–,81,–,12.4,0.9,2.2,22.6,–,–,29.7,0.4,0.7,45.4,31.0,59.2,76,–,–,–,99,81,>95,31.3,0.0,5.4,3.8
Lesotho,2135,53.7,46.6,487,78,90.2,32.7,20.1,852,–,96,517204,23.9,5.4,6.4,28.2,76.1,94.0,74.5,28.3,2.2,55.1,0.4,–,63,33.2,2.8,7.4,82,30,32,21.7,0.2,37.5,0.0
Liberia,4503,61.4,52.7,725,61,69.9,24.1,0.6,308,368.8,50,3892705,21.2,2.6,5.2,33.7,37.2,147.0,69.9,25.0,1.9,27.6,2.4,2.9,26,32.1,5.6,3.2,76,17,<5,6.1,0.0,11.2,0.0
Libya,6278,72.7,63.8,9,100,13.4,7.2,–,40,–,94,1634,17.6,1.5,0.0,73.4,29.6,6.0,33.2,0.6,1.4,–,–,87.0,64,21.0,6.5,22.4,–,97,–,58.5,<0.1,2.6,19.6
Lithuania,2878,73.6,66.0,10,100,5.2,2.5,–,62,–,94,22,22.4,33.5,16.2,10.6,–,13.9,73.4,<0.1,5.3,38.1,22.2,41.2,83,–,–,–,97,92,>95,19.5,0.0,6.7,0.0
Luxembourg,567,82.0,71.8,10,100,1.9,0.9,–,6.6,–,94,0,11.4,10.9,11.2,8.7,–,6.4,19.8,0.1,0.9,25.8,21.4,155.1,88,–,–,–,100,98,>95,16.6,0.0,0.2,0.0
Madagascar,24235,65.5,56.9,353,44,49.6,19.7,0.2,235,83.3,73,20491358,23.4,7.3,1.9,28.4,49.6,148.0,84.4,26.6,4.1,–,–,4.8,29,49.2,–,–,52,12,<5,32.4,0.2,8.1,<0.1
Malawi,17215,58.3,51.2,634,87,64.0,21.8,4.5,227,217.8,91,11136578,18.7,8.6,2.5,35.0,73.6,143.0,72.0,26.1,3.3,25.4,6.0,3.6,40,42.4,3.8,5.1,90,41,<5,25.6,0.2,2.0,0.0
Malaysia,30331,75.0,66.5,40,99,7.0,3.9,0.3,103,3.2,96,225248,19.6,2.6,1.7,24.0,–,12.7,22.4,0.4,0.7,43.0,1.4,44.7,99,17.2,–,–,98,96,>95,16.7,<0.1,4.3,<0.1
Maldives,364,78.5,69.6,68,96,8.6,4.9,–,41,–,99,747,15.9,5.0,1.0,3.5,42.7,13.7,20.5,0.6,0.3,–,–,64.5,61,20.3,10.2,6.5,99,98,>95,–,0.0,3.5,0.0
Mali,17600,58.2,51.1,587,57,114.7,37.8,1.3,58,460.9,77,19462713,25.6,2.8,1.0,25.6,27.3,172.0,116.0,61.1,4.1,36.8,3.2,5.1,55,38.5,15.3,4.7,77,25,<5,34.8,<0.1,11.0,3.7
Malta,419,81.7,71.7,9,100,6.4,4.4,–,12,–,90,–,11.6,6.8,7.2,5.1,–,13.1,31.1,<0.1,0.3,29.7,20.2,109.8,76,–,–,–,100,100,>95,14.5,0.0,2.8,0.0
Marshall Islands,53,–,–,–,90,36.0,16.7,–,335,–,79,21468,–,–,–,5.7,80.5,85.0,–,–,–,–,–,21.8,51,–,–,–,95,77,41,–,–,4.7,–
Mauritania,4068,63.1,55.1,602,65,84.7,35.7,0.4,111,24.9,84,762932,15.8,1.8,0.1,24.5,23.8,71.0,64.5,28.9,1.8,44.0,3.7,8.0,29,22.0,11.6,1.2,58,40,45,86.2,<0.1,11.3,0.3
Mauritius,1273,74.6,66.8,53,100,13.5,8.4,0.4,22,–,97,–,24.0,8.5,4.0,12.2,40.8,29.4,21.2,0.9,0.3,40.1,3.3,–,68,–,–,–,100,93,>95,14.3,0.2,2.7,0.0
Mexico,127017,76.7,67.4,38,99,13.2,7.0,0.1,21,0.2,84,10287100,15.7,4.1,6.8,12.3,81.9,70.9,24.1,1.1,0.8,20.8,6.6,46.2,97,13.6,1.6,9.0,96,85,86,20.6,<0.1,22.0,1.1
Micronesia (Federated States of),104,69.4,62.5,100,100,34.7,18.8,–,195,–,83,52463,–,–,3.5,1.9,–,32.6,–,–,–,–,–,35.0,64,–,–,–,89,57,25,8.0,1.3,4.6,–
Monaco,38,–,–,–,–,3.5,1.9,–,2.2,–,99,0,–,–,–,0.0,–,–,–,–,–,–,–,243.8,79,–,–,–,100,100,>95,10.0,–,1.1,–
Mongolia,2959,68.8,62.0,44,99,22.4,11.1,–,170,–,99,0,32.0,9.3,7.8,21.0,68.3,26.7,132.2,3.1,3.8,47.7,5.3,64.6,86,10.8,1.0,10.5,64,60,32,33.5,0.0,10.1,0.0
Montenegro,626,76.1,67.9,7,99,4.7,3.1,–,21,–,87,–,22.2,18.9,11.5,11.9,34.2,13.4,123.5,<0.1,1.0,–,–,75.3,59,9.4,2.8,22.3,100,96,74,24.3,0.0,2.8,0.0
Morocco,34378,74.3,64.9,121,74,27.6,17.6,0.1,106,–,99,4025,22.8,5.0,0.7,20.8,74.8,32.0,28.8,3.4,1.1,45.4,1.4,15.1,95,14.9,2.3,10.7,85,77,>95,19.3,<0.1,2.5,<0.1
Mozambique,27978,57.6,49.6,489,54,78.5,27.1,7.4,551,352.3,78,22815820,17.3,17.3,2.0,31.6,28.2,167.0,65.1,37.9,8.1,31.4,5.9,4.5,69,43.1,6.1,7.9,51,21,<5,22.4,0.2,3.4,<0.1
Myanmar,53897,66.6,59.2,178,78,50.0,26.4,0.3,369,45.0,75,40777860,24.3,12.4,0.7,20.3,–,30.3,127.4,10.4,1.1,31.6,6.4,16.2,86,35.1,7.9,2.6,81,80,9,56.7,0.1,4.2,1.6
Namibia,2459,65.8,57.5,265,88,45.4,15.9,9.1,561,5.4,88,1049353,20.0,2.0,11.8,23.9,75.1,82.0,47.9,9.8,1.1,38.9,11.4,31.5,66,23.1,7.1,4.1,91,34,46,18.8,0.9,19.7,0.0
Nauru,10,–,–,–,97,35.4,22.7,–,73,–,95,2751,–,–,3.0,–,42.5,105.3,–,–,–,43.0,52.0,56.4,42,24.0,1.0,2.8,97,66,>95,–,–,1.3,–
Nepal,28514,69.2,61.1,258,48,35.8,22.2,<0.1,158,1.2,92,21352583,21.6,20.3,2.1,17.0,56.0,71.0,104.2,12.9,5.9,37.1,11.1,–,77,37.4,11.3,2.1,92,46,26,75.7,7.2,3.3,<0.1
Netherlands,16925,81.9,72.2,7,–,3.8,2.4,–,5.8,–,95,30,12.2,10.0,9.6,3.4,–,4.5,24.0,0.2,0.2,26.2,23.3,–,95,–,–,–,100,98,>95,14.9,<0.1,0.9,0.0
New Zealand,4529,81.6,71.6,11,97,5.7,3.1,–,7.4,–,93,–,10.7,10.3,11.2,6.0,–,19.1,0.5,0.6,0.4,17.2,15.4,136.1,98,–,–,–,100,–,>95,5.3,0.9,1.2,0.0
Nicaragua,6082,74.8,63.7,150,88,22.1,9.8,0.2,58,1.6,98,1214110,19.4,9.1,4.6,15.3,84.0,92.0,62.3,3.5,0.5,–,–,22.6,78,23.0,1.5,6.2,87,68,49,26.1,0.2,13.0,<0.1
Niger,19899,61.8,54.2,553,29,95.5,26.8,<0.1,98,317.1,68,14885196,19.6,1.8,0.3,26.4,40.8,206.0,109.7,69.2,4.0,18.6,0.2,1.6,79,43.0,18.7,3.0,58,11,<5,51.8,0.2,10.3,0.2
Nigeria,182202,54.5,47.7,814,35,108.8,34.3,2.0,322,342.9,66,140381164,19.8,4.3,11.3,20.5,28.8,122.0,90.4,50.9,2.4,17.4,1.1,20.1,67,32.9,7.9,1.8,69,29,<5,38.9,<0.1,10.1,3.1
Niue,2,–,–,–,100,23.0,12.5,–,0.0,–,99,0,–,–,7.7,–,–,14.3,–,–,–,20.3,11.4,190.0,61,–,–,–,99,100,91,–,–,2.8,–
Norway,5211,81.8,72.0,5,99,2.6,1.5,0.1,8.1,–,–,7,10.7,10.2,7.0,3.8,–,5.0,12.7,0.5,1.0,22.4,22.1,215.5,98,–,–,–,100,98,>95,9.1,<0.1,0.6,0.3
Oman,4491,76.6,66.7,17,99,11.6,5.2,0.1,9.6,0.0,98,–,17.8,1.0,0.9,25.4,19.1,13.5,13.5,0.4,0.4,21.0,1.0,78.1,96,14.1,7.5,4.4,93,97,>95,47.4,<0.1,4.8,0.0
Pakistan,188925,66.4,57.8,178,52,81.1,45.5,0.2,270,12.8,73,47386262,20.5,7.5,0.1,14.2,47.0,44.0,88.8,20.7,5.4,41.9,3.0,14.0,43,45.0,10.5,4.8,91,64,45,68.7,0.4,8.9,4.2
Palau,21,–,–,–,100,16.4,9.0,–,42,–,99,–,–,–,–,4.8,–,27.0,–,–,–,–,–,71.0,91,–,–,–,–,100,58,–,–,3.1,–
Panama,3929,77.8,68.1,94,91,17.0,9.6,0.3,46,0.5,80,400364,12.5,4.4,7.7,10.0,75.9,91.1,25.4,4.1,0.6,10.6,2.6,30.5,70,19.1,1.2,–,95,75,86,12.8,<0.1,19.3,0.0
Papua New Guinea,7619,62.9,56.4,215,43,57.3,24.5,0.4,417,185.1,62,6327334,26.4,7.7,3.1,16.8,40.6,–,44.3,12.4,11.9,–,–,6.2,64,49.5,14.3,13.8,40,19,31,12.1,0.2,10.8,0.2
Paraguay,6639,74.0,65.2,132,96,20.5,10.9,0.5,43,0.0,87,815045,18.5,5.3,9.6,20.7,84.1,63.0,56.6,2.3,0.3,28.3,7.9,22.3,83,10.9,2.6,11.7,98,89,64,17.0,<0.1,9.7,<0.1
Peru,31377,75.5,65.6,68,90,16.9,8.2,0.1,120,30.4,88,3011439,11.2,3.1,5.2,13.9,62.7,65.0,32.6,1.3,0.7,21.5,5.9,26.5,89,14.6,0.6,7.2,87,76,68,37.0,0.1,11.0,<0.1
Philippines,100699,68.5,61.1,114,73,28.0,12.6,0.1,288,0.4,79,44803112,27.9,2.6,5.6,10.5,51.5,57.0,82.7,5.1,0.2,43.0,8.5,–,89,30.3,7.9,5.0,92,74,45,27.6,2.5,12.4,1.1
Poland,38612,77.5,68.7,3,100,5.2,3.1,<0.1,21,–,96,48,20.0,20.5,11.5,10.3,–,14.0,68.9,<0.1,1.7,32.4,23.7,83.8,74,–,–,–,98,97,>95,25.8,<0.1,1.1,0.0
Portugal,10350,81.1,71.4,10,99,3.6,2.0,–,25,–,98,75,11.9,12.5,12.5,7.8,–,10.5,16.8,0.1,0.4,31.5,13.7,102.1,95,–,–,–,100,100,>95,9.6,<0.1,1.4,0.0
Qatar,2235,78.2,67.7,13,100,8.0,3.8,–,29,–,99,48,14.2,4.7,1.3,15.2,68.9,13.4,9.0,<0.1,0.6,–,–,196.1,97,–,–,–,100,98,>95,105.3,0.0,7.1,0.0
Republic of Korea,50293,82.3,73.2,11,100,3.4,1.6,–,86,0.2,99,6,9.3,36.8,10.9,12.0,–,1.7,23.7,0.2,0.6,49.8,4.2,71.5,100,2.5,1.2,7.3,–,100,>95,27.9,<0.1,2.0,0.0
Republic of Moldova,4069,72.1,64.8,23,99,15.8,11.9,0.6,153,–,92,–,26.5,17.0,17.4,12.5,60.4,26.7,114.5,<0.1,5.0,45.7,5.4,93.8,80,6.4,1.9,4.9,88,76,93,17.1,0.0,7.5,0.0
Romania,19511,75.0,66.8,31,99,11.1,6.3,–,81,–,94,–,22.6,12.8,12.9,8.7,–,38.9,138.2,<0.1,2.3,36.9,22.7,80.6,78,–,–,–,100,79,82,20.4,<0.1,2.1,0.0
Russian Federation,143457,70.5,63.3,25,100,9.6,5.0,–,84,0.0,97,–,29.9,22.3,14.5,18.9,72.4,26.6,110.0,0.2,6.4,59.0,22.8,–,87,–,–,–,97,72,>95,17.1,<0.1,13.1,0.5
Rwanda,11610,66.1,56.6,290,91,41.7,18.7,1.1,63,121.1,99,4148711,19.1,7.6,10.0,32.1,65.0,45.0,68.3,19.4,3.3,–,–,7.5,46,37.9,2.2,7.7,76,62,<5,50.6,<0.1,5.8,0.7
Saint Kitts and Nevis,56,–,–,–,100,10.5,6.5,–,7.2,–,98,0,–,–,7.0,–,–,–,–,–,–,–,–,–,60,–,–,–,98,–,>95,0.0,–,13.8,–
Saint Lucia,185,75.2,66.1,48,99,14.3,9.3,–,9.1,–,99,36119,–,–,10.4,18.1,72.4,42.5,–,–,–,–,–,21.3,58,2.5,3.7,6.3,96,91,>95,18.2,0.7,15.3,–
