",Skilled health professionals density t (per 10 000 population) ,Average of 13 International Health Regulations core capacity scores u,General Government Health Expenditure as % of General government expenditure v ,Prevalence of stunting in children under 5 w (%),Prevalence of wasting in children under 5 w (%),Prevalence of overweight in children under 5 w (%),Proportion of population using improved drinking-water sources x (%),Proportion of population using improved sanitation x (%),Proportion of population with primary reliance on clean fuels y (%),Annual mean concentrations of fine particulate matter (PM2.5) in urban areas z  (µg/m3),Average death rate due to natural disasters k (per 100 000 population),Mortality rate due to homicide k (per 100 000 population),"Estimated direct deaths from major conflicts k,aa (per 100 000 population)",Completeness of cause-of-death data ab (%)
,2015,2015,2015,2015,2005–2016,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2013,2005–2015,2005–2014,2012,2012,2015,2015_male,2015_female,2015,2014,2005–2015,2010–2016,2014,2005-2016,2005-2016,2005-2016,2015,2015,2014,2014,2011-2015,2015,2011-2015,2005-2015
Indonesia,257564,69.1,62.2,126,87,27.2,13.5,0.50,395,26.1,81,111437132,26.6,2.9,0.6,15.3,78.8,47.0,85.0,3.6,0.5,76.2,3.6,81,0.32,15.7,99,5.7,36.4,13.5,11.5,87,61,57,17.8,0.1,4.3,<0.1,–
Iran (Islamic Republic of),79109,75.5,66.6,25,96,15.5,9.5,0.14,16,0.5,98,18692,14.8,3.6,1.0,32.1,68.6,37.7,35.2,0.9,1.4,21.5,0.7,98,0.06,30.4,85,17.5,6.8,4.0,0.0,96,90,>95,40.2,0.1,4.1,0.1,90
Iraq,36423,68.9,60.0,50,91,32.0,18.4,–,43,0.0,56,2107072,22.0,3.0,0.4,20.2,59.3,82.0,33.5,3.9,0.5,–,–,58,0.34,26.6,91,6.5,22.1,6.5,11.4,87,86,>95,51.3,<0.1,12.7,83.6,75
Ireland,4688,81.4,71.5,8,100,3.6,2.3,–,7.2,–,95,0,10.3,11.7,10.9,4.1,–,9.2,14.6,0.3,0.4,22.4,21.9,95,–,150.9,78,13.4,–,–,–,98,91,>95,9.9,<0.1,0.9,<0.1,100
Israel,8064,82.5,72.8,5,–,4.0,2.1,–,4.0,–,97,2,9.5,5.5,3.0,3.6,–,10.2,15.8,0.5,0.2,41.2,19.3,94,–,88.8,71,11.6,–,–,–,100,100,>95,19.2,<0.1,2.0,0.3,100
Italy,59798,82.7,72.8,4,100,3.5,2.1,0.16,5.8,–,93,0,9.4,7.9,7.6,6.1,–,5.8,35.2,0.1,0.5,28.3,19.7,93,–,104.2,90,13.7,–,–,–,100,100,>95,18.2,0.1,0.9,0.0,100
Jamaica,2793,76.2,66.9,89,99,15.7,11.6,1.07,4.6,–,91,343044,15.2,1.4,5.5,11.5,83.0,45.7,35.6,1.9,0.5,29.9,5.9,91,0.03,14.8,83,8.1,5.7,3.0,7.8,94,82,93,17.1,0.0,35.2,0.0,87
Japan,126573,83.7,74.9,5,100,2.7,0.9,–,17,–,–,10,8.8,19.6,7.8,4.7,–,4.4,24.2,0.1,0.5,33.7,10.6,96,–,130.9,100,20.3,7.1,2.3,1.5,100,100,>95,12.9,4.2,0.3,<0.1,100
Jordan,7595,74.1,65.0,58,100,17.9,10.6,–,7.0,–,99,258,19.6,3.2,0.5,26.3,58.0,26.0,21.2,1.0,0.7,70.2,10.7,99,3.72,55.1,72,13.7,7.8,2.4,4.7,97,99,>95,37.7,0.0,3.0,<0.1,65
Kazakhstan,17625,70.2,63.3,12,100,14.1,7.0,0.36,89,–,98,0,28.6,27.5,8.7,24.2,79.6,36.4,90.0,1.2,2.8,43.9,9.3,98,0.52,111.4,78,10.9,8.0,3.1,9.3,93,98,92,21.1,<0.1,9.0,<0.1,86
Kenya,46050,63.4,55.6,510,62,49.4,22.2,3.52,233,166.0,89,13642040,17.8,6.5,4.4,29.1,75.4,96.0,60.0,32.5,2.0,24.6,2.1,89,4.74,10.7,69,12.8,26.0,4.0,4.1,63,30,6,16.8,0.1,8.2,0.6,–
Kiribati,112,66.3,59.1,90,98,55.9,23.7,–,551,–,87,33294,28.2,14.3,2.7,2.9,35.8,49.9,–,–,2.0,63.9,40.9,87,8.15,48.2,60,5.8,–,–,–,67,40,<5,–,0.0,9.1,0.0,56
Kuwait,3892,74.7,65.8,4,99,8.6,3.2,–,22,–,99,0,18.0,4.0,0.2,18.7,–,7.1,14.2,<0.1,0.2,–,–,99,–,66.8,85,5.8,4.9,3.1,6.0,99,100,>95,78.4,0.0,2.5,0.1,65
Kyrgyzstan,5940,71.1,63.8,76,98,21.3,11.5,0.28,144,0.0,97,111901,24.0,7.4,5.5,22.0,62.1,42.1,87.1,1.8,0.9,50.4,3.6,97,4.30,77.1,50,11.9,12.9,2.8,7.0,90,93,76,15.4,0.0,7.7,<0.1,95
Lao People's Democratic Republic,6802,65.7,57.9,197,40,66.7,30.1,–,182,20.9,89,2183066,25.8,12.3,7.3,14.3,61.3,94.0,108.3,13.9,1.3,56.6,9.1,89,5.65,10.4,75,3.4,43.8,6.4,2.0,76,71,<5,33.5,0.2,6.9,0.0,–
Latvia,1971,74.6,67.1,18,98,7.9,5.2,0.53,41,–,94,10,22.9,21.7,12.3,10.0,–,15.3,101.6,<0.1,1.4,48.9,24.3,95,–,82.5,91,9.8,–,–,–,99,88,>95,20.1,0.0,6.7,0.0,95
Lebanon,5851,74.9,65.7,15,–,8.3,4.8,0.05,13,–,81,5,18.4,3.1,1.6,22.6,–,–,29.1,0.4,0.4,45.4,31.0,81,8.40,49.4,76,10.7,–,–,–,99,81,>95,31.2,0.0,4.2,3.8,–
Lesotho,2135,53.7,46.6,487,78,90.2,32.7,18.80,788,–,93,523534,23.6,10.4,5.7,28.2,76.1,94.0,80.4,28.3,3.1,55.1,0.4,93,1.81,–,74,13.1,33.2,2.8,7.4,82,30,32,21.7,0.2,29.7,0.0,–
Liberia,4503,61.4,52.7,725,61,69.9,24.1,0.56,308,246.2,52,4048546,17.1,6.3,5.4,33.7,37.2,147.0,71.3,25.0,2.1,27.6,2.4,52,29.13,2.8,26,11.9,32.1,5.6,3.2,76,17,<5,6.0,0.0,10.4,0.0,–
Libya,6278,72.7,63.8,9,100,13.4,7.2,–,40,–,94,8,20.3,5.5,0.1,24.2,29.6,6.0,33.2,0.6,0.8,–,–,94,0.02,90.0,64,4.9,21.0,6.5,22.4,–,97,–,58.2,0.1,2.5,19.6,–
Lithuania,2878,73.6,66.0,10,100,5.2,2.5,–,56,–,94,33,20.4,32.7,18.2,10.6,–,13.9,73.5,<0.1,1.2,38.1,22.2,93,–,122.8,82,13.4,–,–,–,97,92,>95,19.4,0.0,6.8,0.0,99
Luxembourg,567,82.0,71.8,10,100,1.9,0.9,–,6.1,–,99,0,9.7,11.1,11.1,8.7,–,6.4,19.8,0.1,0.3,25.8,21.4,99,–,152.5,88,13.6,–,–,–,100,98,>95,16.6,0.0,0.4,0.0,100
Madagascar,24235,65.5,56.9,353,44,49.6,19.7,0.50,236,104.2,69,21298533,23.7,4.6,1.8,28.4,49.6,148.0,85.2,26.6,2.4,–,–,69,3.72,3.6,29,10.2,49.2,15.2,0.0,52,12,<5,32.0,0.2,7.7,<0.1,–
Malawi,17215,58.3,51.2,634,90,64.0,21.8,3.82,193,188.8,88,11426323,20.2,5.5,2.4,35.0,73.6,143.0,72.7,26.1,2.7,25.4,6.0,88,7.88,3.5,40,16.8,42.4,3.8,5.1,90,41,<5,25.6,0.2,1.7,0.0,–
Malaysia,30331,75.0,66.5,40,99,7.0,3.9,0.27,89,1.9,99,174457,17.1,5.8,1.5,24.0,–,12.7,21.6,0.4,0.6,43.0,1.4,99,0.02,46.8,100,6.4,17.7,8.0,7.1,98,96,>95,16.6,<0.1,3.8,0.1,58
Maldives,364,78.5,69.6,68,96,8.6,4.9,–,53,–,99,1892,12.4,8.6,1.7,3.5,42.7,13.7,15.3,0.6,0.6,–,–,99,1.65,72.0,60,26.6,20.3,10.2,6.5,99,98,>95,–,0.0,3.5,0.0,100
Mali,17600,58.2,51.1,587,49,114.7,37.8,1.05,57,448.6,68,18291866,24.4,5.7,1.2,25.6,27.3,172.0,117.1,61.1,3.2,36.8,3.2,68,6.11,5.3,55,7.0,38.5,15.3,4.7,77,25,<5,34.5,<0.1,10.8,3.7,–
Malta,419,81.7,71.7,9,100,6.4,4.4,–,8.8,–,95,0,10.5,6.0,7.5,5.1,–,13.1,31.1,<0.1,0.2,29.7,20.2,97,–,125.8,79,15.6,–,–,–,100,100,>95,14.4,0.0,2.9,0.0,100
Marshall Islands,53,–,–,–,90,36.0,16.7,–,344,–,85,239476,–,–,–,5.7,80.5,85.0,–,–,–,–,–,85,3.21,40.1,51,23.8,–,–,–,95,77,41,–,–,–,–,–
Mauritania,4068,63.1,55.1,602,65,84.7,35.7,0.28,107,74.2,73,690268,18.5,5.9,0.1,24.5,23.8,71.0,64.6,28.9,2.4,44.0,3.7,73,3.63,7.8,29,6.0,27.9,14.8,1.3,58,40,45,86.2,<0.1,10.2,0.3,–
Mauritius,1273,74.6,66.8,53,100,13.5,8.4,0.42,22,–,97,0,22.5,9.3,4.0,12.2,40.8,29.4,20.3,0.9,0.1,40.1,3.3,97,0.07,–,70,10.0,–,–,–,100,93,>95,14.3,0.2,2.7,0.0,97
Mexico,127017,76.7,67.4,38,96,13.2,7.0,0.16,21,0.2,82,9923501,15.2,5.0,7.1,12.3,81.9,70.9,23.5,1.1,0.5,20.8,6.6,87,0.01,45.8,97,11.6,12.4,1.0,5.2,96,85,86,20.1,0.2,19.0,1.1,100
Micronesia (Federated States of),104,69.4,62.5,100,100,34.7,18.8,–,124,–,78,72590,25.9,11.2,2.4,1.9,–,32.6,–,–,1.1,–,–,72,4.13,38.0,86,21.2,–,–,–,89,57,25,6.0,1.3,4.7,0.0,–
Monaco,38,–,–,–,–,3.5,1.9,–,0.0,–,99,0,–,–,–,0.0,–,–,–,–,–,–,–,99,–,266.3,79,18.8,–,–,–,100,100,>95,9.2,–,–,–,100
Mongolia,2959,68.8,62.0,44,99,22.4,11.1,0.03,428,–,99,43,29.9,28.3,7.8,21.0,68.3,26.7,132.4,3.1,2.2,47.7,5.3,99,2.37,65.6,86,6.7,10.8,1.0,10.5,64,60,32,32.1,0.0,8.2,0.0,95
Montenegro,626,76.1,67.9,7,99,4.7,3.1,–,21,–,82,0,22.0,11.0,9.6,11.9,34.2,13.4,137.6,<0.1,0.7,–,–,89,0.34,76.9,56,9.8,9.4,2.8,22.3,100,96,74,24.3,0.0,2.6,0.0,92
Morocco,34378,74.3,64.9,121,74,27.6,17.6,0.07,107,–,99,2742,16.7,4.8,0.8,20.8,74.8,32.0,25.1,3.4,0.7,45.4,1.4,99,0.31,14.9,95,6.0,14.9,2.3,10.7,85,77,>95,18.9,<0.1,1.6,<0.1,22
Mozambique,27978,57.6,49.6,489,54,78.5,27.1,7.07,551,297.7,80,23150013,22.9,8.4,2.3,31.6,28.2,167.0,65.7,37.9,3.3,31.4,5.9,80,9.56,4.6,69,8.8,43.1,6.1,7.9,51,21,<5,22.3,0.2,3.0,0.1,–
Myanmar,53897,66.6,59.2,178,60,50.0,26.4,0.41,365,11.8,75,41292086,24.5,4.3,2.2,20.3,–,30.3,128.2,10.4,1.8,31.6,6.4,75,3.00,15.0,84,3.6,29.2,7.0,1.3,81,80,9,56.6,0.1,3.9,1.6,–
Namibia,2459,65.8,57.5,265,88,45.4,15.9,6.79,489,14.0,92,1073269,18.6,7.6,11.8,23.9,75.1,82.0,48.0,9.8,2.0,38.9,11.4,92,3.95,31.3,81,13.9,23.1,7.1,4.1,91,34,46,18.4,0.9,14.6,0.0,–
Nauru,10,–,–,–,97,35.4,22.7,–,113,–,91,2,–,–,3.6,–,42.5,105.3,–,–,–,43.0,52.0,91,9.83,78.8,42,5.2,24.0,1.0,2.8,97,66,>95,–,–,–,–,–
Nepal,28514,69.2,61.1,258,56,35.8,22.2,0.08,156,3.3,91,18850311,21.8,6.0,2.5,17.0,56.0,71.0,103.2,12.9,0.6,37.1,11.1,91,4.32,–,72,11.2,37.1,11.3,2.1,92,46,26,74.3,7.2,3.3,<0.1,–
Netherlands,16925,81.9,72.2,7,–,3.8,2.4,–,5.8,–,94,64,11.0,11.9,8.7,3.4,–,4.5,24.0,0.2,0.2,26.2,23.3,95,–,116.9,94,20.9,–,–,–,100,98,>95,14.9,<0.1,0.7,0.0,100
New Zealand,4529,81.6,71.6,11,97,5.7,3.1,–,7.4,–,92,3,10.4,12.6,10.1,6.0,–,19.1,0.5,0.6,0.3,17.2,15.4,92,–,135.7,96,23.4,–,–,–,100,–,>95,5.3,0.9,1.2,0.0,100
Nicaragua,6082,74.8,63.7,150,88,22.1,9.8,0.23,51,2.9,98,933780,16.3,9.5,5.1,15.3,84.0,92.0,63.9,3.5,0.6,–,–,98,3.79,23.0,88,24.0,23.0,1.5,6.2,87,68,49,26.0,0.2,15.0,<0.1,82
Niger,19899,61.8,54.2,553,40,95.5,26.8,0.19,95,356.5,65,15779050,17.8,4.1,0.5,26.4,40.8,206.0,111.7,69.2,3.6,18.6,0.2,65,4.83,1.6,75,5.6,43.0,18.7,3.0,58,11,<5,51.5,0.2,10.0,0.2,–
Nigeria,182202,54.5,47.7,814,35,108.8,34.3,–,322,380.8,56,140541791,20.8,9.9,9.1,20.5,28.8,122.0,99.0,50.9,3.1,17.4,1.1,56,2.68,18.3,64,8.2,32.9,7.2,1.6,69,29,<5,37.6,0.1,9.8,3.1,–
Niue,2,–,–,–,100,23.0,12.5,–,8.1,–,99,0,–,–,7.1,–,–,14.3,–,–,–,20.3,11.4,99,6.21,116.3,61,5.9,–,–,–,99,100,91,–,–,–,–,–
Norway,5211,81.8,72.0,5,99,2.6,1.5,–,6.3,–,–,2,9.6,10.9,7.8,3.8,–,5.0,12.7,0.5,1.1,22.4,22.1,95,–,218.3,98,18.2,–,–,–,100,98,>95,9.1,0.1,0.7,0.3,100
Oman,4491,76.6,66.7,17,99,11.6,5.2,–,8.4,–,99,5,17.8,5.6,0.5,25.4,19.1,13.5,14.5,0.4,0.2,21.0,1.0,99,–,48.9,95,6.8,14.1,7.5,4.4,93,97,>95,47.4,0.1,5.0,0.0,81
Pakistan,188925,66.4,57.8,178,52,81.1,45.5,0.16,270,8.6,72,31056287,24.7,2.1,0.2,14.2,47.0,44.0,87.2,20.7,1.5,41.9,3.0,72,1.00,14.1,53,4.7,45.0,10.5,4.8,91,64,45,67.7,0.4,9.5,4.2,–
Palau,21,–,–,–,100,16.4,9.0,–,76,–,90,15,–,–,–,4.8,–,27.0,–,–,–,–,–,90,1.42,72.8,91,18.1,–,–,–,–,100,58,–,–,–,–,95
Panama,3929,77.8,68.1,94,94,17.0,9.6,0.48,50,3.7,73,437597,13.7,5.5,7.9,10.0,75.9,91.1,22.9,4.1,0.6,10.6,2.6,73,0.27,38.5,71,14.6,19.1,1.2,0.0,95,75,86,12.8,0.3,18.7,0.0,94
Papua New Guinea,7619,62.9,56.4,215,53,57.3,24.5,0.54,432,122.2,62,6425746,36.1,10.3,2.4,16.8,40.6,–,46.3,12.4,2.0,–,–,62,3.41,5.9,64,9.5,49.5,14.3,13.8,40,19,31,12.0,0.2,12.2,0.2,–
Paraguay,6639,74.0,65.2,132,96,20.5,10.9,0.30,41,0.0,93,795686,17.8,10.2,6.3,20.7,84.1,63.0,54.5,2.3,0.5,28.3,7.9,93,0.55,23.3,79,11.9,10.9,2.6,11.7,98,89,64,16.9,<0.1,7.5,0.1,81
Peru,31377,75.5,65.6,68,90,16.9,8.2,0.17,119,21.2,90,2831613,12.7,5.8,8.9,13.9,62.7,65.0,33.0,1.3,1.1,21.5,5.9,90,0.35,26.1,70,15.0,14.6,0.6,7.2,87,76,68,35.7,0.1,14.6,<0.1,62
Philippines,100699,68.5,61.1,114,73,28.0,12.6,0.12,322,0.4,60,43430927,28.6,3.4,5.6,10.5,51.5,57.0,88.7,5.1,0.2,43.0,8.5,60,0.59,–,87,10.0,30.3,7.9,5.0,92,74,45,27.1,2.5,11.6,1.1,82
Poland,38612,77.5,68.7,3,100,5.2,3.1,–,19,–,96,47,18.4,22.3,12.3,10.3,–,14.0,68.9,<0.1,0.4,32.4,23.7,98,–,80.1,74,10.7,–,–,–,98,97,>95,25.4,<0.1,0.9,0.0,100
Portugal,10350,81.1,71.4,10,99,3.6,2.0,–,23,–,98,6,11.3,13.6,10.6,7.8,–,10.5,16.8,0.1,0.3,31.5,13.7,98,–,108.0,93,11.9,–,–,–,100,100,>95,9.6,0.1,1.1,0.0,100
Qatar,2235,78.2,67.7,13,100,8.0,3.8,–,34,–,99,26,14.2,6.4,1.0,15.2,68.9,13.4,8.9,<0.1,0.3,–,–,99,–,76.6,97,5.8,–,–,–,100,98,>95,104.6,0.0,8.1,0.0,67
Republic of Korea,50293,82.3,73.2,11,100,3.4,1.6,–,80,0.8,98,2,8.3,28.3,11.9,12.0,–,1.7,23.2,0.2,0.6,49.8,4.2,98,–,79.0,100,12.3,2.5,1.2,7.3,–,100,>95,27.8,0.3,2.0,0.0,100
Republic of Moldova,4069,72.1,64.8,23,100,15.8,11.9,0.55,152,–,88,0,23.1,14.8,15.9,12.5,60.4,26.7,101.4,<0.1,1.5,45.7,5.4,87,3.38,78.5,81,13.3,6.4,1.9,4.9,88,76,93,17.1,0.0,5.5,0.0,90
Romania,19511,75.0,66.8,31,99,11.1,6.3,–,84,–,90,19,21.3,11.7,13.7,8.7,–,38.9,129.5,<0.1,0.7,36.9,22.7,89,–,89.1,77,12.8,–,–,–,100,79,82,20.2,0.6,1.5,0.0,100
Russian Federation,143457,70.5,63.3,25,100,9.6,5.0,–,80,–,97,0,29.3,20.1,13.9,18.9,72.4,26.6,98.6,0.2,2.1,59.0,22.8,97,–,78.8,99,9.5,–,–,–,97,72,>95,16.6,<0.1,10.3,0.5,89
Rwanda,11610,64.8,55.5,290,91,41.7,18.7,1.41,56,301.3,98,5065110,20.4,8.5,11.5,32.1,65.0,45.0,68.6,19.4,2.7,–,–,98,9.90,7.3,46,9.9,37.9,2.2,7.7,76,62,<5,50.6,<0.1,5.1,0.7,–
Saint Kitts and Nevis,56,–,–,–,100,10.5,6.5,–,5.1,–,94,2,–,–,6.9,–,–,–,–,–,–,–,–,93,–,–,60,6.9,–,–,–,98,–,>95,–,–,–,–,88
Saint Lucia,185,75.2,66.1,48,99,14.3,9.3,–,8.8,–,99,33729,19.7,6.8,7.6,18.1,72.4,42.5,–,–,0.3,–,–,99,2.89,19.6,77,11.5,2.5,3.7,6.3,96,91,>95,15.0,0.7,13.5,0.0,88
Saint Vincent and the Grenadines,109,73.2,64.6,45,99,18.3,11.5,–,7.4,–,98,1,24.4,2.7,7.6,8.2,–,70.0,–,–,0.5,–,–,98,1.92,–,65,14.8,–,–,–,95,–,>95,–,2.2,21.7,0.0,100
Samoa,193,74.0,66.6,51,83,17.5,9.5,–,11,–,59,61325,22.0,5.7,2.8,15.8,39.4,44.0,–,–,0.7,41.0,18.9,66,5.47,23.6,75,15.1,–,–,–,99,92,27,–,2.4,3.1,0.0,–
San Marino,32,–,–,–,–,2.9,0.7,–,2.5,–,75,0,–,–,–,3.2,–,1.3,–,–,–,–,–,76,–,149.1,40,13.2,–,–,–,–,–,>95,–,–,–,–,100
Sao Tome and Principe,190,67.5,59.1,156,93,47.3,17.1,–,97,17.8,96,199686,18.0,2.0,8.8,31.1,50.3,92.0,–,–,1.4,–,–,96,28.76,–,16,12.4,17.2,4.0,2.4,97,35,30,–,0.0,6.4,0.0,–
Saudi Arabia,31540,74.5,64.5,12,98,14.5,7.9,–,12,0.1,98,3,16.4,3.4,0.2,27.4,–,17.6,27.5,0.2,0.9,27.9,2.9,98,–,77.7,97,8.2,9.3,11.8,6.1,97,100,>95,127.1,<0.1,5.8,<0.1,36
Senegal,15129,66.7,58.3,315,53,47.2,20.8,0.14,139,97.6,89,11849373,17.9,6.1,0.5,27.2,46.3,80.0,45.7,25.4,2.1,23.4,0.7,89,7.84,4.9,30,8.0,20.5,7.8,1.0,79,48,36,43.2,<0.1,7.3,0.1,–
Serbia,8851,75.6,67.7,17,100,6.7,4.2,–,21,–,94,0,20.4,17.0,11.8,7.7,25.1,22.0,137.3,0.3,0.5,43.6,39.7,95,0.25,75.1,37,13.9,6.0,3.9,13.9,99,96,71,21.4,0.1,1.7,<0.1,93
Seychelles,96,73.2,65.5,–,99,13.6,8.6,–,9.5,–,98,0,21.7,9.3,10.8,8.6,–,61.2,–,–,0.5,43.0,8.8,97,1.77,54.2,88,9.7,7.9,4.3,10.2,96,98,>95,13.0,0.0,10.2,0.0,94
Sierra Leone,6453,50.1,44.4,1360,60,120.4,34.9,0.69,307,302.8,86,7500446,30.3,15.3,5.7,27.3,37.5,125.0,143.8,90.4,4.7,60.0,12.0,86,17.70,3.4,47,10.8,37.9,9.4,8.9,63,13,<5,16.8,0.1,13.2,0.0,–
Singapore,5604,83.1,73.9,10,100,2.7,1.0,–,44,–,96,10473,10.1,9.9,1.9,3.6,–,2.7,20.7,0.1,0.1,28.0,5.0,96,–,75.6,99,14.1,–,–,–,100,100,>95,17.0,0.0,2.7,0.0,68
Slovakia,5426,76.7,68.1,6,99,7.3,4.2,–,6.5,–,96,5,17.6,12.5,12.3,6.6,–,21.2,64.0,<0.1,0.5,39.7,17.6,96,–,94.6,95,15.0,–,–,–,100,99,>95,20.2,0.0,1.3,0.0,100
Slovenia,2068,80.8,71.1,9,100,2.6,1.4,–,7.2,–,–,7,13.2,21.4,11.3,6.4,–,4.6,36.7,<0.1,0.4,22.3,18.1,95,–,113.8,74,12.8,–,–,–,100,99,>95,19.4,<0.1,0.6,0.0,100
Solomon Islands,584,69.2,62.1,114,86,28.1,12.2,–,89,67.0,98,534850,26.4,7.9,1.4,19.2,60.0,62.0,54.3,10.4,1.3,–,–,98,9.40,22.1,57,12.5,32.8,4.3,2.5,81,30,9,5.0,2.0,4.1,0.0,–
Somalia,10787,55.0,47.8,732,9,136.8,39.7,0.48,274,85.5,42,5015936,20.2,5.4,0.5,25.4,–,64.0,116.9,98.8,3.7,–,–,42,6.70,1.1,6,–,25.3,15.0,3.0,–,–,9,16.9,0.4,5.6,35.8,–
South Africa,54490,62.9,54.5,138,94,40.5,11.0,14.40,834,3.1,71,6696701,26.5,10.7,11.2,25.1,–,54.0,51.6,12.1,1.2,31.4,6.5,69,0.58,58.8,100,14.2,23.9,4.7,10.9,93,66,82,31.3,<0.1,26.2,<0.1,83
South Sudan,12340,57.3,49.9,789,19,92.6,39.3,–,146,156.0,31,9706562,20.3,6.4,–,27.9,5.6,158.0,95.1,50.0,3.9,–,–,31,8.70,–,50,4.0,31.1,22.4,6.0,59,7,<5,32.1,0.3,4.5,21.1,–
Spain,46122,82.8,72.4,5,–,4.1,2.8,0.14,12,–,97,91,10.0,8.5,9.2,3.7,–,8.4,14.7,0.3,0.4,31.3,27.1,97,–,91.8,95,14.5,–,–,–,100,100,>95,9.9,0.1,0.8,<0.1,100
Sri Lanka,20715,74.9,67.0,30,99,9.8,5.4,0.05,65,0.0,99,33229,17.7,35.3,4.1,17.4,69.4,20.3,125.4,3.3,0.4,28.4,0.4,99,1.21,24.8,79,11.2,14.7,21.4,0.6,96,95,19,28.5,0.4,3.1,<0.1,93
Sudan,40235,64.1,55.9,311,78,70.1,29.8,–,88,36.6,93,26533962,25.7,10.2,3.3,24.3,30.2,87.0,64.5,34.6,4.2,–,–,93,2.47,42.2,71,11.6,38.2,16.3,3.0,–,–,23,52.7,0.1,6.5,7.0,–
Suriname,543,71.6,63.1,155,90,21.3,11.5,0.62,33,1.7,89,56918,20.9,26.6,8.0,19.1,73.2,65.3,22.1,0.8,0.7,–,–,89,1.41,–,72,11.8,8.8,5.0,4.0,95,79,91,16.3,0.0,10.7,0.0,79
Swaziland,1287,58.9,50.9,389,88,60.7,14.2,23.60,565,1.4,98,331005,25.1,14.7,6.0,24.2,80.6,87.0,62.6,22.7,3.3,19.0,2.2,90,2.66,15.3,56,16.6,25.5,2.0,9.0,74,58,35,19.8,0.2,20.0,0.0,–
Sweden,9779,82.4,72.0,4,–,3.0,1.6,–,9.2,–,53,26,9.1,15.4,8.8,2.8,–,5.1,0.4,1.1,0.6,20.4,20.8,98,–,160.0,93,19.0,–,–,–,100,99,>95,5.9,0.1,1.2,0.0,100
Switzerland,8299,83.4,73.1,5,–,3.9,2.7,–,7.4,–,–,0,8.7,15.1,10.0,3.3,–,2.0,18.5,0.3,0.2,26.9,19.7,97,–,219.3,92,22.7,–,–,–,100,100,>95,12.5,<0.1,0.6,0.0,100
Syrian Arab Republic,18502,64.5,56.1,68,96,12.9,7.0,–,20,–,41,50995,23.9,2.7,0.8,20.0,53.3,54.0,30.0,1.8,0.7,–,–,41,0.29,38.5,63,4.8,27.5,11.5,17.9,90,96,>95,34.1,0.0,2.5,309.0,81
Tajikistan,8482,69.7,62.1,32,90,44.8,20.5,0.33,87,0.0,96,123178,25.8,4.0,2.9,18.8,50.8,54.0,92.0,7.5,1.9,–,–,96,3.88,64.4,94,6.8,26.8,9.9,6.6,74,95,72,50.7,0.1,1.3,0.1,82
Thailand,67959,74.9,66.8,20,100,12.3,6.7,0.20,172,2.7,99,145141,16.2,16.0,7.2,36.2,89.2,60.0,64.0,1.9,0.5,41.4,2.3,99,0.49,24.7,98,13.3,16.3,6.7,10.9,98,93,76,27.3,0.3,4.0,0.7,81
The former Yugoslav Republic of Macedonia,2078,75.7,67.5,8,100,5.5,3.5,–,13,–,92,0,22.2,8.0,2.8,9.4,22.3,18.7,137.5,<0.1,0.4,–,–,91,0.31,70.1,90,12.9,4.8,1.8,12.4,99,91,61,42.7,0.0,1.4,0.3,98
Timor-Leste,1185,68.3,60.7,215,29,52.6,22.3,–,498,0.2,76,1170044,20.7,7.1,1.0,16.6,38.3,50.0,91.6,10.3,1.0,–,–,76,10.77,12.7,66,2.4,50.2,11.0,1.5,72,41,<5,15.0,0.0,4.4,0.0,–
Togo,7305,59.9,52.8,368,45,78.4,26.7,1.21,52,345.1,88,5586475,22.4,9.5,2.6,31.1,32.2,85.0,81.1,37.9,2.5,–,–,88,3.13,3.6,74,7.8,27.5,6.7,2.0,63,12,6,25.9,0.0,9.1,0.0,–
Tonga,106,73.5,66.0,124,96,16.7,6.9,–,15,–,82,36871,24.1,3.5,1.4,7.6,47.9,30.0,–,–,1.4,47.3,13.0,82,6.53,44.1,74,13.5,8.1,5.2,17.3,100,91,63,–,0.0,3.8,0.0,–
Trinidad and Tobago,1360,71.2,63.3,63,100,20.4,13.2,0.52,17,–,90,19323,25.6,14.5,7.9,14.1,55.1,35.5,26.8,0.2,0.4,–,–,96,–,47.5,73,8.2,–,–,–,95,92,>95,12.7,0.0,32.8,0.0,83
Tunisia,11254,75.3,66.7,62,74,14.0,8.2,0.04,37,–,98,6773,16.8,5.5,1.6,24.4,73.2,6.7,42.6,0.8,0.6,–,–,98,0.19,48.4,55,14.2,10.2,2.8,14.3,98,92,>95,35.2,0.0,1.6,0.3,28
Turkey,78666,75.8,66.2,16,97,13.5,7.1,–,18,0.0,96,0,16.8,8.7,1.9,8.9,59.7,29.0,51.0,0.8,0.5,39.5,12.4,96,0.03,42.7,78,10.5,9.5,1.7,10.9,100,95,–,35.2,0.2,2.4,0.8,88
Turkmenistan,5374,66.3,59.8,42,100,51.4,22.6,–,70,–,99,0,34.5,10.0,5.5,17.4,–,21.0,70.9,5.8,1.2,–,–,99,0.88,68.5,84,8.7,11.5,4.2,5.9,–,–,>95,26.2,0.0,4.2,<0.1,78
Tuvalu,10,–,–,–,93,27.1,17.6,–,232,–,96,10550,–,–,1.9,–,41.0,42.0,–,–,–,–,–,96,11.12,77.5,89,16.9,10.0,3.3,6.3,98,–,30,–,–,–,–,–
